SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AVG_NOTE
168699,False,Cash loans,F,Y,Y,0,180000.0,1515415.5,44437.5,1354500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-16479,-9473,-4313.0,-10,64.0,True,True,False,True,False,False,Medicine staff,2.0,2,2,SATURDAY,12,False,False,False,False,False,False,Medicine,0.6727156468834267,0.6403730597024667,0.3859146722745145,0.068,0.0938,0.9925,0.8912,0.0148,0.0,0.1034,0.2083,0.25,0.0868,0.0555,0.0473,0.0,0.0,0.0693,0.0974,0.9926,0.8955,0.0149,0.0,0.1034,0.2083,0.25,0.0888,0.0606,0.0493,0.0,0.0,0.0687,0.0938,0.9925,0.8927,0.0148,0.0,0.1034,0.2083,0.25,0.0883,0.0564,0.0481,0.0,0.0,org spec account,block of flats,0.0608,Panel,No,0.0,0.0,0.0,0.0,-390.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.566334459620136
208388,False,Cash loans,F,Y,Y,0,157500.0,904500.0,36000.0,904500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.04622,-18138,-90,-12019.0,-1568,3.0,True,True,False,True,False,True,Sales staff,1.0,1,1,THURSDAY,16,False,True,True,False,False,False,Business Entity Type 3,0.7054708799768745,0.7565552258007758,0.7209441499436497,0.1474,0.0957,0.9791,0.7144,0.0604,0.16,0.1379,0.3333,0.375,0.0182,0.1202,0.0994,0.0,0.0,0.1502,0.0993,0.9791,0.7256,0.0609,0.1611,0.1379,0.3333,0.375,0.0186,0.1313,0.1036,0.0,0.0,0.1489,0.0957,0.9791,0.7182,0.0608,0.16,0.1379,0.3333,0.375,0.0185,0.1223,0.1012,0.0,0.0,reg oper account,block of flats,0.1112,Panel,No,0.0,0.0,0.0,0.0,-814.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,2.0,0.7276567519071001
342878,True,Revolving loans,F,N,N,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Incomplete higher,Married,With parents,0.0145199999999999,-9534,-690,-3949.0,-2217,,True,True,False,True,False,False,Sales staff,2.0,2,2,WEDNESDAY,7,False,False,False,False,False,False,Self-employed,0.0727309759601871,0.4001846450475213,0.2327247762679433,0.0577,0.0,0.9781,0.7008,,0.0,0.1552,0.1667,0.0417,0.0784,0.0471,0.0792,0.0,0.0,0.0588,0.0,0.9777,0.706,,0.0,0.1379,0.1667,0.0417,0.0802,0.0514,0.0724,0.0,0.0,0.0583,0.0,0.9781,0.7048,,0.0,0.1552,0.1667,0.0417,0.0798,0.0479,0.0806,0.0,0.0,reg oper account,block of flats,0.0547,Panel,No,0.0,0.0,0.0,0.0,-409.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2352134657585506
198318,False,Cash loans,F,N,N,0,157500.0,862560.0,30559.5,720000.0,Unaccompanied,Working,Higher education,Married,With parents,0.007305,-11264,-2842,-4970.0,-1002,,True,True,True,True,False,False,Laborers,2.0,3,3,WEDNESDAY,17,False,False,False,False,False,False,Business Entity Type 3,0.2567007909358019,0.4806641875530143,0.2970866116472028,0.1701,0.0925,0.9886,0.8436,0.0763,0.16,0.1379,0.375,0.4167,0.0562,0.1387,0.1757,0.0039,0.0049,0.1733,0.096,0.9886,0.8497,0.077,0.1611,0.1379,0.375,0.4167,0.0575,0.1515,0.1831,0.0039,0.0052,0.1718,0.0925,0.9886,0.8457,0.0768,0.16,0.1379,0.375,0.4167,0.0572,0.1411,0.1789,0.0039,0.005,reg oper spec account,block of flats,0.181,Panel,No,2.0,2.0,2.0,1.0,-740.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.34481719671200634
212198,False,Revolving loans,F,Y,Y,1,315000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010006,-9165,-258,-379.0,-1068,3.0,True,True,False,True,False,False,Managers,3.0,2,1,FRIDAY,8,False,False,False,False,False,False,Other,0.4898586610611697,0.6524179356515749,0.7091891096653581,0.1113,0.0831,0.9935,0.9116,0.067,0.08,0.0345,0.3333,0.375,0.0526,0.0908,0.0916,0.0,0.0,0.1134,0.0862,0.9935,0.9151,0.0676,0.0806,0.0345,0.3333,0.375,0.0538,0.0992,0.0955,0.0,0.0,0.1124,0.0831,0.9935,0.9128,0.0674,0.08,0.0345,0.3333,0.375,0.0535,0.0923,0.0933,0.0,0.0,reg oper account,block of flats,0.0992,Panel,No,1.0,0.0,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.6171552354593676
211124,False,Cash loans,F,N,N,0,76500.0,225000.0,13045.5,225000.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.028663,-23969,-1575,-1684.0,-92,,True,True,False,True,False,False,Security staff,1.0,2,2,TUESDAY,13,False,False,False,False,False,False,Kindergarten,0.8672714793534393,0.5794777868615807,0.5424451438613613,0.0124,,0.9707,,,0.0,0.069,0.0417,,,,0.0148,,,0.0126,,0.9707,,,0.0,0.069,0.0417,,,,0.0155,,,0.0125,,0.9707,,,0.0,0.069,0.0417,,,,0.0151,,,,block of flats,0.0157,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,4.0,0.6630648033587937
373066,True,Cash loans,M,Y,Y,0,202500.0,1125000.0,37174.5,1125000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.026392,-20715,-940,-13123.0,-3875,2.0,True,True,False,True,False,False,Laborers,2.0,2,2,SATURDAY,14,False,False,False,False,True,True,Military,,0.7280061079505722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1881.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7280061079505722
354250,True,Cash loans,F,Y,Y,0,225000.0,835380.0,40320.0,675000.0,Children,Working,Secondary / secondary special,Separated,Office apartment,0.010032,-16380,-4188,-10134.0,-4009,21.0,True,True,False,True,False,False,,1.0,2,2,SUNDAY,8,False,False,False,False,False,False,Self-employed,,0.6102905077788701,0.7862666146611379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-848.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.698278561220004
103228,True,Cash loans,F,N,Y,2,144000.0,149256.0,15421.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.001276,-9839,-1835,-364.0,-148,,True,True,True,True,False,False,Laborers,4.0,2,2,FRIDAY,2,False,False,False,False,False,False,Industry: type 3,0.2537502752121469,0.0539559614548892,0.5673792367572691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.29169515780810173
180084,True,Cash loans,F,N,N,0,90000.0,256500.0,18715.5,256500.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.035792,-13892,-2131,-3382.0,-2,,True,True,False,True,False,False,Medicine staff,1.0,2,2,SATURDAY,10,False,False,False,False,True,True,Medicine,,0.5222756615657531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-100.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.5222756615657531
157427,False,Cash loans,F,N,Y,0,108000.0,157500.0,8374.5,157500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.009334,-13246,-697,-7112.0,-5288,,True,True,False,True,True,False,Laborers,1.0,2,2,FRIDAY,12,False,False,False,False,False,False,Business Entity Type 3,0.7385167958382184,0.5995144907562158,0.1714683668967994,0.1557,,0.9881,0.8368,0.0361,0.16,0.1379,0.375,0.4167,0.0208,0.1252,0.1824,0.0077,0.0068,0.1586,,0.9881,0.8432,0.0364,0.1611,0.1379,0.375,0.4167,0.0213,0.1368,0.1901,0.0078,0.0072,0.1572,,0.9881,0.8390000000000001,0.0363,0.16,0.1379,0.375,0.4167,0.0211,0.1274,0.1857,0.0078,0.0069999999999999,reg oper spec account,block of flats,0.1673,Panel,No,0.0,0.0,0.0,0.0,-557.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.5031665511637445
139897,False,Cash loans,F,N,N,0,112500.0,113211.0,8010.0,94500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-23588,365243,-7840.0,-4542,,True,False,False,True,False,False,,2.0,2,2,WEDNESDAY,16,False,False,False,False,False,False,XNA,,0.6604907218020648,0.5709165417729987,0.0619,0.0579,0.9752,,,,0.1034,0.1667,,,,0.0504,,,0.063,0.0601,0.9752,,,,0.1034,0.1667,,,,0.0525,,,0.0625,0.0579,0.9752,,,,0.1034,0.1667,,,,0.0513,,,,block of flats,0.0397,Panel,No,0.0,0.0,0.0,0.0,-1794.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.6157036317875317
107502,True,Cash loans,F,N,N,1,81000.0,233784.0,11029.5,153000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-9883,-131,-1493.0,-2369,,True,True,False,True,False,False,Waiters/barmen staff,3.0,3,3,SUNDAY,6,False,False,False,False,False,False,Self-employed,0.3202891495386856,0.0012019443072073,,0.1701,0.0946,0.9856,,,0.0,0.069,0.1667,,,,0.0576,,0.0052,0.1733,0.0982,0.9856,,,0.0,0.069,0.1667,,,,0.06,,0.0055,0.1718,0.0946,0.9856,,,0.0,0.069,0.1667,,,,0.0586,,0.0053,,specific housing,0.0515,Panel,No,11.0,1.0,10.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.16074554692294646
105952,False,Cash loans,F,N,N,0,135000.0,225000.0,11488.5,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.007114,-9361,-1307,-4081.0,-860,,True,True,True,True,False,False,,2.0,2,2,WEDNESDAY,18,False,False,False,True,True,False,Government,,0.6442064633202992,0.5406544504453575,,,0.9891,,,,,,,,,0.0144,,,,,0.9891,,,,,,,,,0.015,,,,,0.9891,,,,,,,,,0.0147,,,,,0.0137,,No,0.0,0.0,0.0,0.0,-678.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.5924304568828284
153379,False,Revolving loans,M,N,N,4,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.005002,-9938,-217,-4327.0,-2184,,True,True,False,True,False,False,High skill tech staff,5.0,3,3,THURSDAY,17,False,False,False,False,False,False,Business Entity Type 3,0.4957908916417216,0.4992201180968201,0.5567274263630174,0.0979,0.0603,0.9846,0.7892,0.0415,0.04,0.0345,0.5417,0.5833,0.1033,0.0782,0.0937,0.0077,0.0138,0.0998,0.0625,0.9846,0.7975,0.0419,0.0403,0.0345,0.5417,0.5833,0.1057,0.0854,0.0977,0.0078,0.0146,0.0989,0.0603,0.9846,0.792,0.0418,0.04,0.0345,0.5417,0.5833,0.1051,0.0795,0.0954,0.0078,0.0141,,block of flats,0.0994,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.5172461453671864
194325,True,Cash loans,M,N,Y,0,202500.0,891072.0,45625.5,720000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-16161,-6573,-5990.0,-4707,,True,True,False,True,False,False,Managers,2.0,3,3,SATURDAY,6,False,False,False,False,True,True,Self-employed,0.4918689758106562,0.2909738318791625,0.2778856891082046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-2015.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.3535761655993411
226769,False,Cash loans,F,Y,N,0,112500.0,1125000.0,40410.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-15239,-3955,-814.0,-1632,13.0,True,True,False,True,False,False,,2.0,2,2,TUESDAY,13,False,False,False,False,True,True,Other,0.7241824214364158,0.6413796408778037,0.6279908192952864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1750.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.6645176272031686
187009,False,Cash loans,F,Y,N,2,225000.0,512338.5,26658.0,423000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.072508,-13558,-1326,-7614.0,-5797,0.0,True,True,False,True,True,False,,4.0,1,1,WEDNESDAY,18,False,False,False,False,False,False,Business Entity Type 3,,0.599750732812749,0.3312508645909018,0.3856,0.1324,0.9846,0.7892,0.2018,0.32,0.3276,0.4167,0.4583,0.0,0.298,0.3751,0.0753,0.0787,0.2143,0.0358,0.9742,0.6602,0.0605,0.0,0.2759,0.1667,0.2083,0.0,0.18,0.1762,0.0311,0.0592,0.3893,0.1324,0.9846,0.792,0.2031,0.32,0.3276,0.4167,0.4583,0.0,0.3031,0.3818,0.0757,0.0804,reg oper account,block of flats,0.178,Panel,No,1.0,0.0,1.0,0.0,-602.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.4655007987018254
119837,False,Cash loans,M,Y,Y,0,270000.0,450000.0,27324.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-11950,-411,-3410.0,-4410,8.0,True,True,False,True,False,False,Drivers,2.0,2,2,FRIDAY,16,False,False,False,False,False,False,Business Entity Type 3,0.1844166267877336,0.6581182610979099,0.2276129150623945,0.1392,0.1073,0.9881,,,0.16,0.1379,0.3333,0.0417,0.1111,0.1135,0.1632,0.0,0.0137,0.1418,0.1113,0.9881,,,0.1611,0.1379,0.3333,0.0417,0.1136,0.124,0.17,0.0,0.0145,0.1405,0.1073,0.9881,,,0.16,0.1379,0.3333,0.0417,0.113,0.1154,0.1661,0.0,0.014,,block of flats,0.1314,Panel,No,5.0,0.0,5.0,0.0,-2281.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.3567159343160127
414874,True,Cash loans,F,N,Y,0,67500.0,675000.0,26410.5,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00702,-22261,365243,-9946.0,-4076,,True,False,False,True,False,False,,2.0,2,2,FRIDAY,16,False,False,False,False,False,False,XNA,,0.5853969593313008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2102.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.5853969593313008
172087,True,Cash loans,M,N,Y,1,90000.0,314100.0,13963.5,225000.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.010276,-10676,-3749,-4829.0,-3251,,True,True,False,True,False,False,Sales staff,3.0,2,2,THURSDAY,14,False,False,False,False,False,False,Business Entity Type 3,0.1860548802058004,0.2243305173534037,,0.0619,,0.9722,,,,0.1034,0.1667,,0.0657,,0.0779,,0.0522,0.063,,0.9722,,,,0.1034,0.1667,,0.0672,,0.0811,,0.0552,0.0625,,0.9722,,,,0.1034,0.1667,,0.0669,,0.0793,,0.0532,,block of flats,0.0726,"Stone, brick",No,0.0,0.0,0.0,0.0,-1568.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.20519269877960206
157361,False,Cash loans,M,Y,Y,1,315000.0,743031.0,43573.5,688500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.016612,-19219,-665,-5318.0,-2753,0.0,True,True,False,True,False,False,Managers,3.0,2,2,SATURDAY,10,False,False,False,False,False,False,Business Entity Type 3,,0.5974020204771695,0.5370699579791587,,,0.9925,,,0.28,0.2414,0.3333,,,,,,,,,0.9926,,,0.282,0.2414,0.3333,,,,,,,,,0.9925,,,0.28,0.2414,0.3333,,,,,,,,block of flats,,Panel,No,0.0,0.0,0.0,0.0,-1418.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.5672359892281641
187243,False,Cash loans,F,Y,Y,0,315000.0,45000.0,2749.5,45000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-23555,365243,-20560.0,-4599,3.0,True,False,False,True,True,False,,2.0,2,2,SATURDAY,11,False,False,False,False,False,False,XNA,,0.3065801914580312,0.7062051096536562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-645.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,3.0,0.5063926505558437
440739,True,Cash loans,F,N,N,0,90000.0,244584.0,11893.5,193500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-12824,-1492,-6190.0,-612,,True,True,True,True,True,False,Laborers,2.0,2,2,FRIDAY,16,False,False,False,False,False,False,Industry: type 3,0.5589520739869853,0.1610129254288314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-316.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.35998249970790835
197567,False,Cash loans,M,N,Y,0,157500.0,873198.0,28296.0,625500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.032561,-17674,-4541,-9781.0,-1223,,True,True,False,True,False,False,Laborers,1.0,1,1,THURSDAY,14,False,True,True,False,False,False,Industry: type 4,0.4309809730511353,0.7704857628494224,0.511891801533151,0.1433,0.0046,0.9776,0.6940000000000001,0.0157,0.0,0.2414,0.1667,0.2083,0.0974,0.1168,0.138,0.0,0.0,0.146,0.0048,0.9777,0.706,0.0158,0.0,0.2414,0.1667,0.2083,0.0996,0.1276,0.1438,0.0,0.0,0.1447,0.0046,0.9776,0.6981,0.0158,0.0,0.2414,0.1667,0.2083,0.0991,0.1189,0.1405,0.0,0.0,reg oper account,block of flats,0.1171,Panel,No,3.0,1.0,3.0,1.0,-2504.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.0,0.5711195124779028
143681,False,Revolving loans,F,N,Y,0,58500.0,180000.0,9000.0,180000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-22038,365243,-8321.0,-3798,,True,False,False,True,False,False,,2.0,2,2,SUNDAY,17,False,False,False,False,False,False,XNA,,0.3634261774971311,0.0739651461172267,0.001,,0.9737,,,,0.0345,0.0,,,,0.0009,,,0.0011,,0.9737,,,,0.0345,0.0,,,,0.001,,,0.001,,0.9737,,,,0.0345,0.0,,,,0.0009,,,,,0.0007,Wooden,No,0.0,0.0,0.0,0.0,-2152.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.2186956618071789
239730,True,Cash loans,F,N,Y,0,139500.0,562491.0,23962.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0116569999999999,-19738,-4419,-3173.0,-2205,,True,True,False,True,False,False,Sales staff,2.0,1,1,WEDNESDAY,9,False,False,False,False,True,True,Self-employed,,0.6251813887039962,0.2512394458905693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1498.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,5.0,0.4382104172972827
203696,True,Cash loans,F,N,N,0,135000.0,646920.0,25195.5,540000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.025164,-8999,-654,-1278.0,-1673,,True,True,False,True,False,False,Managers,1.0,2,2,MONDAY,10,False,False,False,True,True,True,Business Entity Type 3,0.0885120012026896,0.522182908037336,0.3689687382528466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-855.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,5.0,0.3265545491642907
176423,False,Cash loans,F,N,Y,0,216000.0,254700.0,24808.5,225000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.032561,-25155,-2411,-9312.0,-4110,,True,True,False,True,False,False,Core staff,2.0,1,1,FRIDAY,16,False,False,False,False,False,False,Medicine,,0.7883364750200321,0.4722533429586386,0.3902,0.3233,0.9806,0.7348,,0.42,0.3621,0.3333,0.375,0.0992,0.3446,0.4277,0.0212,0.1376,0.355,0.308,0.9806,0.7452,,0.4028,0.3448,0.3333,0.375,0.0858,0.3278,0.3971,0.0039,0.004,0.394,0.3233,0.9806,0.7383,,0.42,0.3621,0.3333,0.375,0.1009,0.3506,0.4354,0.0214,0.1404,reg oper account,block of flats,0.2998,Panel,No,0.0,0.0,0.0,0.0,-2199.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,4.0,0.6302949089893354
221291,True,Revolving loans,F,N,Y,0,135000.0,157500.0,7875.0,157500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-7760,-662,-125.0,-393,,True,True,False,True,False,False,Medicine staff,2.0,2,2,WEDNESDAY,9,False,False,False,False,False,False,Medicine,0.2136822531254198,0.5905726719488207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-679.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.40212746253712023
253616,True,Cash loans,F,Y,Y,0,157500.0,1024290.0,30078.0,855000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13443,-3545,-709.0,-4784,2.0,True,True,False,True,False,False,High skill tech staff,2.0,3,3,FRIDAY,9,False,False,False,False,False,False,Self-employed,0.4346721104475425,0.4976730028121604,0.5954562029091491,0.0907,0.0473,0.9861,0.8096,0.018,0.0,0.2069,0.1667,0.2083,0.0185,0.074,0.0813,0.0,0.0,0.0924,0.0491,0.9861,0.8171,0.0182,0.0,0.2069,0.1667,0.2083,0.0189,0.0808,0.0847,0.0,0.0,0.0916,0.0473,0.9861,0.8121,0.0181,0.0,0.2069,0.1667,0.2083,0.0188,0.0752,0.0828,0.0,0.0,reg oper account,block of flats,0.073,Panel,No,7.0,0.0,7.0,0.0,-1784.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5092671053896174
